true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
1,high,3647,1,0.5714285714285714,0.42857142857142855,"[10.607469537867868, -8.682283155214762]"
1,high,3648,2,0.0,1.0,"[-8.371484992623003, 1.756657086598464, -6.284849077309597]"
1,high,3649,1,0.42857142857142855,0.5714285714285714,"[-18.823217920374685, 7.9314122195925085]"
1,high,3650,1,0.6666666666666666,0.3333333333333333,"[-11.42026343999941, 5.889635761440951]"
1,high,3651,1,0.0,1.0,"[3.9673722645241636, 4.284069028855289]"
1,high,3652,1,0.2,0.8,"[-2.9639063123694007, 5.279798976309838]"
1,high,3653,1,0.42857142857142855,0.5714285714285714,"[-14.415797933364107, -8.853236760983348]"
1,high,3654,2,0.5714285714285714,0.42857142857142855,"[7.357862990247799, 8.061532192418671, -3.291412659024252]"
1,high,3655,1,0.42857142857142855,0.5714285714285714,"[-3.1519489815792165, 6.185116849677459]"
1,high,3656,1,0.5,0.5,"[3.8296248648724176, -7.833841486319703]"
1,high,3657,1,0.42857142857142855,0.5714285714285714,"[9.541443775785705, -8.168852098639785]"
1,high,3658,1,0.5,0.5,"[-3.6952924843399573, 4.911428187927418]"
1,high,3659,1,0.0,1.0,"[-6.43117344177768, -8.27462535244816]"
1,high,3660,1,0.0,1.0,"[-3.2849135286373685, 5.243485842089784]"
1,high,3661,1,0.42857142857142855,0.5714285714285714,"[7.485118419079352, 6.385891602798664]"
1,high,3662,2,0.42857142857142855,0.5714285714285714,"[-7.977383295528841, 9.923045131512627, -4.026040301705595]"
1,high,3663,1,0.5,0.5,"[-6.995056769206168, 4.897567843620173]"
1,high,3664,1,0.0,1.0,"[-4.47272156427755, -5.209569450889431]"
1,high,3665,4,0.0,1.0,"[8.586156659012675, -29.863581640680433, 127.23572563711886, -200.48547392316132, 96.93998027220184]"
1,high,3666,1,0.6666666666666666,0.3333333333333333,"[5.600163810572117, -6.457257816094357]"
1,high,3667,1,0.42857142857142855,0.5714285714285714,"[-17.913635855271284, 5.006619186683539]"
1,high,3668,1,0.0,1.0,"[-19.226546709202573, 11.946877252368633]"
1,high,3669,1,0.6666666666666666,0.3333333333333333,"[-3.8258519557241963, 5.4665960670485845]"
1,high,3670,1,0.6666666666666666,0.3333333333333333,"[5.413123868161581, 5.069673040743443]"
1,high,3671,2,0.2,0.8,"[-14.497726662692997, 14.11237535038192, 3.8532261864051667]"
1,high,3672,3,0.0,1.0,"[22.71903763982267, 14.84905255746667, -26.464921773871488, 22.502269028904102]"
